,,Nepal, 757 , 936 , 913 , 633 , 893 , 889 , 804 , 813 , 786 , 778 , 638 , 639 ,,3.04,3.71,3.58,2.45,3.43,3.38,3.02,3.03,2.89,2.83,2.29,2.27,
,,Pakistan," 9,346 "," 9,719 "," 9,631 "," 10,048 "," 10,556 "," 12,059 "," 12,491 "," 13,208 "," 13,860 "," 13,846 ",,,,6.35,6.47,6.28,6.42,6.61,7.39,7.50,7.77,7.98,7.81,,,
,,Sri Lanka*," 1,310 "," 1,377 "," 1,221 "," 2,045 "," 1,663 "," 2,002 "," 1,099 ", 763 , 732 , 676 , 598 ,,,6.82,7.11,6.25,10.40,8.39,10.04,5.47,3.78,3.60,3.31,2.91,,
,Western Asia,Armenia,, 83 , 58 , 79 , 77 , 97 , 97 , 56 , 71 , 65 , 59 , 72 , 74 ,0.00,2.74,1.92,2.63,2.58,3.26,3.27,1.89,2.39,2.18,1.97,2.40,2.45
,,Azerbaijan, 183 , 201 , 192 , 190 , 176 , 168 , 164 , 194 ,, 202 , 221 , 236 ,,2.19,2.37,2.24,2.19,2.01,1.89,1.83,2.13,,2.16,2.33,2.45,
,,Bahrain, 3 , 7 , 4 , 7 , 4 , 6 , 13 , 11 , 7 ,,,,,0.39,0.87,0.46,0.74,0.39,0.54,1.09,0.87,0.54,,,,
,,Cyprus,, 16 , 20 , 15 , 13 , 9 , 19 , 8 , 9 , 22 , 12 , 11 , 15 ,0.00,1.58,1.94,1.43,1.22,0.84,1.74,0.72,0.81,1.95,1.05,0.95,1.29
,,Georgia, 302 , 298 , 403 , 323 , 330 , 263 , 210 , 187 ,,,, 108 ,,6.60,6.59,9.01,7.29,7.52,6.06,4.89,4.40,,,,2.68,
,,Iraq,,," 9,206 "," 8,274 "," 18,796 ",,,,,,,,,0.00,,34.07,29.85,66.13,,,,,,,,
,,Iraq (Central Iraq),,,,,," 4,452 "," 2,458 "," 2,553 "," 2,518 "," 2,594 "," 3,228 "," 3,029 ",,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,17.92,9.63,9.71,9.28,9.24,11.11,10.08,
,,Iraq (Kurdistan Region),,,,,, 260 , 155 , 205 , 192 , 184 , 180 ,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6.02,3.49,4.48,4.07,3.77,3.56,,
,,Israel, 195 , 173 , 166 , 182 , 125 , 136 , 128 , 145 , 151 , 134 ,, 118 , 110 ,3.07,2.67,2.51,2.69,1.81,1.92,1.76,1.95,2.00,1.74,,1.49,1.36
