,,Kyrgyzstan*, 17 , 24 , 24 , 13 , 34 , 25 , 6 , 84 , 66 , 60 , 41 , 51 , 54 , 0.34 , 0.47 , 0.47 , 0.25 , 0.65 , 0.47 , 0.11 , 1.54 , 1.19 , 1.06 , 0.71 , 0.87 , 0.91 
,Eastern Asia,Hong Kong Special Administrative Region of China, -   , 1 , -   , -   , 3 , -   , -   , 1 , -   , -   , 1 ,,, -   , 0.01 , -   , -   , 0.04 , -   , -   , 0.01 , -   , -   , 0.01 ,,
,,Japan, 284 , 320 , 277 , 199 , 207 , 156 , 156 , 186 , 153 , 190 , 185 , 198 ,, 0.22 , 0.25 , 0.22 , 0.16 , 0.16 , 0.12 , 0.12 , 0.15 , 0.12 , 0.15 , 0.15 , 0.16 ,
,,Mongolia, -   , -   , 1 , -   , 1 , -   , 1 , -   , 1 , -   , 2 , -   , -   , -   , -   , 0.04 , -   , 0.04 , -   , 0.04 , -   , 0.04 , -   , 0.07 , -   , -   
,,Republic of Korea,,,, 127 , 155 , 259 , 298 , 222 , 256 , 195 , 188 , 198 ,,,,, 0.27 , 0.32 , 0.53 , 0.61 , 0.45 , 0.52 , 0.39 , 0.38 , 0.40 ,
,,Macao Special Administrative Region of China*,,,,,, -   , -   , 2 , -   , -   , 1 , -   , -   ,,,,,, -   , -   , 0.37 , -   , -   , 0.18 , -   , -   
,South-Eastern Asia,Brunei Darussalam, 1 , 1 , -   , -   ,,,,,,,,,, 0.29 , 0.28 , -   , -   ,,,,,,,,,
,,Indonesia,,,,,, 621 , 485 , 398 , 454 , 395 , 361 , 336 , 380 ,,,,,, 0.26 , 0.20 , 0.16 , 0.19 , 0.16 , 0.14 , 0.13 , 0.15 
,,Myanmar,,,,,,,,, 39 , 37 , 3 , 2 , -   ,,,,,,,,, 0.07 , 0.07 , 0.01 , 0.00 , -   
,,Philippines, 90 , 42 , 44 , 28 , 35 , 46 , 35 , 21 , 11 , 29 ,,,, 0.11 , 0.05 , 0.05 , 0.03 , 0.04 , 0.05 , 0.04 , 0.02 , 0.01 , 0.03 ,,,
,,Singapore, 3 , -   , -   , 1 , -   , -   , -   , -   , -   ,,,,, 0.07 , -   , -   , 0.02 , -   , -   , -   , -   , -   ,,,,
,,Thailand,,, 12 , 11 , 21 , 16 , 5 , 8 , 9 , 9 , 12 , 19 , 304 ,,, 0.02 , 0.02 , 0.03 , 0.02 , 0.01 , 0.01 , 0.01 , 0.01 , 0.02 , 0.03 , 0.45 
,Southern Asia,Bangladesh,,," 1,303 "," 1,119 ",,,,,,,,,,,, 0.91 , 0.77 ,,,,,,,,,
,,Bhutan,,,,,,, 2 , 1 , -   , 2 , 1 , 6 ,,,,,,,, 0.28 , 0.14 , -   , 0.27 , 0.13 , 0.78 ,
,,India,," 23,327 "," 22,832 "," 23,991 "," 27,561 "," 30,261 "," 33,860 "," 38,440 "," 44,664 "," 47,592 "," 65,461 ",,,, 2.07 , 2.00 , 2.06 , 2.34 , 2.53 , 2.79 , 3.12 , 3.58 , 3.77 , 5.12 ,,
,,Maldives,, 1 ,,, 2 , 5 , 14 , 26 , 19 , 17 , 8 ,,,, 0.33 ,,, 0.63 , 1.56 , 4.29 , 7.82 , 5.61 , 4.93 , 2.28 ,,
,,Nepal,,, 123 , 246 ,,,,,,,,,,,, 0.48 , 0.95 ,,,,,,,,,
